ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P70,Josh Nunn,ORCA Computing,,Yes,UK,London,Male,Quantum Compute,Hardware - Photonic,,,Yes,PhD in Physics from University of Oxford (2008).,University of Oxford,,41,,No – First startup.,N/A.,N/A.,,"Yes – Now a Professor at University of Bath; at founding time, a highly published postdoc.",,,
P71,Mark Jackson,Cambridge Quantum,,Yes,USA,Los Angeles,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Theoretical Physics from Columbia University (2001).,Columbia University,,,,No – Not a founder of Cambridge Quantum (he joined in 2017 as scientific lead). No prior startups founded by him.,N/A (Cambridge Quantum merged into Quantinuum in 2021; he remains with Quantinuum as a quantum evangelist).,N/A (not a founder of CQC).,,No – Former academic (string theorist) but left academia; now focuses on industry outreach.,,,
P72,Peter Leek,Oxford Quantum Circuits,,Yes,UK,Oxford,Male,Quantum Compute,,,,Yes,"D.Phil in Physics (University of Oxford, 2007), contributed to early superconducting qubit experiments.",University of Oxford,,,,No – First startup (co-founded OQC in 2017 with Ilana Wisby).,Yes – CTO at OQC.,N/A.,,Yes – Former Associate Professor at Oxford; significant contributions to quantum circuits.,,,
P73,Michael Hartmann,HQS Quantum Simulations,,Yes,UK,Edinburgh,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (Technical University of Munich, 2005).",Technical University of Munich,,,,No – First startup (professor-turned-founder).,Yes – Leads HQS.,N/A.,,Yes – Professor of Physics (now at Heriot-Watt University); well-cited in quantum optics.,,,
P74,Sebastian Zaiser,HQS Quantum Simulations,,Yes,,,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (Karlsruhe Institute of Technology, 2017).",Karlsruhe Institute of Technology,,,,No – First startup.,Yes.,N/A.,,No.,,,
P75,Tobias Haug,HQS Quantum Simulations,,Yes,Singapore,Singapore,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (Imperial College London, 2018).",Imperial College London,,,,No.,Yes.,N/A.,,No.,,,
P76,Alex Keesling,QuEra Computing,,No,USA,Boston,Male,Quantum Compute,,,,Yes,PhD in Physics from Harvard University (2019).,Harvard University,,,,No – First startup (founded QuEra immediately after PhD).,Yes – CEO of QuEra.,N/A.,,"No – Not a professor (young entrepreneur, though his work yielded a high-impact Nature paper).",,,
P77,Mark Ritter,Seeqc,,Yes,USA,Yorktown Heights,Male,Quantum Compute,Hardware - Superconducting,,,Yes,"PhD in Physics (University of Illinois Urbana-Champaign, 1987).",University of Illinois Urbana-Champaign,,,,No – First startup (launched Seeqc in 2018 after long career at IBM).,Yes – Leading tech at Seeqc.,N/A.,Yes – 30-year veteran at IBM Research (led IBM’s quantum computing device team) prior to founding Seeqc.,"No – Renowned engineer, but worked in industrial R&D, not academia.",,,
P78,John Levy,Seeqc,,Yes,USA,Elmsford (NY),Male,Quantum Compute,Hardware - Superconducting,,,No,Background in finance and law (JD from Harvard; no technical PhD).,Harvard,,,,Yes – Serial entrepreneur/investor. Co-founded Flextronics International (mid-1990s) and multiple tech ventures; Seeqc is a later venture.,No – Focused on new ventures like Seeqc.,Flextronics co-founders (late 1980s).,,No.,,,
P79,Andrew Fursman,1QBit,,Yes,Canada,Vancouver,Male,Quantum Compute,Software / Algorithms / Platforms,,,No,No PhD (studied economics and AI; did not complete a doctoral program).,,,,,"Yes – Co-founded a biotech startup Synthdiagnostics before 1QBit, and an innovation hub.",No.,(Synthdiagnostics co-founded with N. Jaeger).,,No.,,,
P80,Landan Gable,1QBit,,Yes,,,Male,Quantum Compute,Software / Algorithms / Platforms,,,No,No PhD (background in business and compsci).,,,,,No – First startup.,Yes – Still with 1QBit.,N/A.,,No.,,,
P81,Bob Coecke,Quantinuum,,Yes,UK,Cambridge,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (Free University of Brussels, 1996).",Free University of Brussels,,53,,No – First startup involvement (joined Cambridge Quantum as Chief Scientist in 2020 after decades in academia).,Yes – Continues as Chief Scientist of Quantinuum (post-merger of CQC with Honeywell QD).,N/A.,,Yes – Emeritus Professor of Quantum Foundations at Oxford; Fellow of APS; pioneered categorical quantum mechanics.,,,
P82,Prineha Narang,Aliro Quantum,,Yes,USA,Los Angeles,Female,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Applied Physics from Caltech (2015).,Caltech,,,,No – First startup (founded Aliro in 2019 while she was a Harvard professor).,Yes – Chief Technology Officer at Aliro.,N/A.,,"Yes – Professor of Physical Sciences (UCLA), NSF CAREER awardee, highly cited in nanophotonics.",,,
P83,Ramya Raghavan,Aliro Quantum,,Yes,,,Female,Quantum Compute,Software / Algorithms / Platforms,,,No,(No public info on a PhD; likely not. possibly a master’s in engineering).,,,,,No – First startup.,Yes.,N/A.,,No.,,,
P84,Seth Lloyd,NA,,Yes,USA,Cambridge (MA),Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Physics from Rockefeller University (1988).,Rockefeller University,,,,"No – Not a startup founder per se; he has been a scientific advisor to multiple quantum startups (e.g., QCL, QubitTech) but hasn’t founded one himself.",N/A.,N/A.,,"Yes – Professor at MIT, one of the most cited quantum scientists (inventor of quantum algorithms, member of NAS).",,,Qubit Tech Advisor
P85,Mikhail Lukin,QuEra Computing,,Yes,USA,Cambridge (MA),Male,Quantum Compute,Hardware - Neutral Atom,,Harvard Quantum Initiative,Yes,PhD in Physics from Texas A&M University (1998).,Texas A&M University,,,,No – First formal startup (co-founded QuEra Computing in 2019).,Yes – Scientific co-founder (QuEra’s neutral-atom tech is from his Harvard lab; he advises the company).,N/A.,,"Yes – Professor at Harvard, NAS member, one of the world’s top-cited physicists in quantum optics.",,,
P86,Guillaume Verdon,Extropic,,Yes,USA,San Francisco,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (University of Waterloo, 2018, joint with Perimeter Institute",University of Waterloo,,,,No – First startup (founded Extropic in 2022 after working at Google Quantum AI).,Yes – CEO of Extropic.,N/A (sole founder).,Yes – Former Quantum Tech Lead at Google (led quantum machine learning at Google’s X unit).,"No – Not a professor (industry researcher with ~2000 citations, now entrepreneur).",,Quantum ML,
P87,Sam McArdle,ParityQC,,Yes,UK,Oxford,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Quantum Computing (University of Cambridge, 2019).",University of Cambridge,,,,"No – First startup leadership (previously a researcher at Cambridge Quantum, now leading a venture).","Yes – In leadership of a quantum startup (not strictly ParityQC, but works closely with them).",N/A.,,"No – Not a professor (was a postdoc at Cambridge, now in startup).",,,
P88,Wolfgang Lechner,ParityQC,,Yes,Austria,Innsbruck,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Theoretical Physics from University of Innsbruck (2014).,University of Innsbruck,,,,No – First startup (founded ParityQC in 2019 based on his LHZ algorithm).,Yes – CTO at ParityQC.,N/A.,,Yes – Adjunct Professor and highly cited for his quantum optimization scheme (LHZ).,,,
P89,Daan van Woerkom,Daan van Woerkom,,Yes,Netherlands,Delft,Male,Quantum Compute,Hardware - General,,,Yes,"PhD in Quantum Nanoelectronics (Delft University of Technology, 2017).",Delft University of Technology,,,,No – First startup.,Yes.,N/A.,,No.,,,
P90,Erik van der Werf,Qblox,,,Netherlands,Amsterdam,Male,Quantum Compute,Software / Algorithms / Platforms,,,No,(No PhD; background in computer science/embedded systems).,,,,,No.,Yes.,N/A.,,No.,,,
P91,Stefan Filipp,Quantum Brilliance,,Yes,Germany,Munich,Male,Quantum Compute,,,,Yes,PhD in Physics from Vienna University of Technology (2004).,Vienna University of Technology,,,,No – First startup involvement (joined Quantum Brilliance in 2021 to lead its Munich arm).,Yes.,N/A.,Yes – Former IBM Research Staff Scientist (led quantum efforts at IBM Zurich) before joining QB.,Yes – Recently appointed Professor of Quantum Computing at TUM; Fellow of APS.,,,
P92,Marcus Doherty,Quantum Brilliance,,Yes,Australia,Canberra,Male,Quantum Sensing,Hardware - Diamond NV,Co-Founder and Chief Scientific Officer,,Yes,PhD in Physics from Australian National University (2014).,Australian National University,https://www.linkedin.com/in/marcus-doherty-830625123/,,,No – First startup (founded QB in 2019).,Yes.,N/A.,,"Yes – Faculty at ANU (quantum physics), significant publication record.",,,
P93,Andrew Horsley,Quantum Brilliance,,Yes,Australia,Canberra,Male,Quantum Sensing,Hardware - Diamond NV,,,Yes,PhD in Physics from Australian National University (2015).,Australian National University,,,,No – First startup.,Yes – CEO of Quantum Brilliance.,N/A.,,No.,,,
P94,Eric Ostby,Q-CTRL,,Yes,USA,Berkeley,Male,Quantum Compute,Hardware - Neutral Atom,,,Yes,PhD in Applied Physics from California Institute of Technology (2010).,California Institute of Technology,,,,No – First startup.,"Left Q-CTRL in later stages (as of 2022, moved to Atom Computing).",N/A.,,No.,,,
P95,Daniel Lidar,NA,,Yes,USA,Los Angeles,Male,Quantum Compute,Software / Algorithms / Platforms,,USC Quantum,Yes,PhD in Physics from Hebrew University of Jerusalem (1997).,Hebrew University of Jerusalem,,,,"No – Not a startup founder (has advised several startups, e.g., D-Wave, Qubitekk).",N/A.,N/A.,,"Yes – Professor at USC; pioneer in quantum error correction (over 30,000 citations).",,,
P96,John Preskill,NA,,Yes,USA,Pasadena,Male,Quantum Compute,Software / Algorithms / Platforms,,Alliance for Quantum Technologies,Yes,PhD in Physics from Harvard University (1980).,Harvard University,,,,"No – Not a startup founder (a scientific advisor to quantum industry efforts, e.g., Quantum Benchmark, but not a founder).",N/A.,N/A.,,"Yes – Caltech Professor, renowned theoretical physicist (invented quantum error-correction codes, NAS member).",,,
P97,Simon Devitt,NA,,Yes,Japan,Tokyo,Male,Quantum Compute,Software / Algorithms / Platforms,,Keio Q+AI Center,Yes,PhD in Physics from University of Melbourne (2007).,University of Melbourne,,,,"No – Not a startup founder; has been an advisor/lead scientist for companies (e.g., he helped launch CommSQ in Japan, but primarily an academic).",N/A.,N/A.,,Yes – Well-known quantum architect (formerly Associate Prof. at OIST).,,,
P98,Abhinav Kandala,IBM Quantum,,Yes,USA,Yorktown Heights,Male,Quantum Compute,Hardware - Superconducting,,,Yes,PhD in Applied Physics from Yale University (2017).,Yale University,,,,No – Not a founder (early IBM Quantum scientist).,IBM is ongoing (Kandala still with IBM Quantum team).,N/A.,"Yes – Research Scientist at IBM (IBM is big tech; though not an executive, he’s a technical leader).","No – Not a professor (industry researcher, though with highly cited papers like the 2019 quantum volume experiment).",,,
P99,Stefan Krastanov,Infleqtion,,Yes,USA,Chicago,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Computer Science (Yale University, 2020).",Yale University,,,,No – First startup.,Yes – Stayed on as Quantum Software Lead at Infleqtion.,N/A.,,No.,,,
P100,Pranav Gokhale,Infleqtion,,Yes,USA,Chicago,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Computer Science from University of Chicago (2020).,University of Chicago,,,,No – First startup.,Yes – Leads quantum software at Infleqtion.,N/A.,,No.,,,
P101,Racah Yoram,Quantum Machines,,Yes,,,Male,Quantum Compute,Software / Algorithms / Platforms,,,Not Found,(Information on Yoram Racah’s background not publicly available. Possibly no PhD.),Not Found,,,,Not Found.,N/A.,N/A.,,Not Found.,,,
P102,Dries Sels,QC Design,,Yes,USA,New York,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,"PhD in Physics (KU Leuven, 2015).",KU Leuven,,,,No – First startup (founded QC Design in 2021 focusing on quantum algorithm optimization).,Yes.,"N/A (co-founder with Nathan Wiebe, etc.).",,Yes – Assistant Professor of Physics at NYU (and University of Antwerp).,,,
P103,Nathan Wiebe,QC Design,,Yes,Canada,Toronto,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Physics from University of Calgary (2011).,University of Calgary,,,,No – First startup (co-founded QC Design circa 2021).,Yes.,N/A.,"Yes – Previously Senior Researcher at Microsoft Quantum, where he contributed to quantum software (before co-founding QC Design).",Yes – Affiliate Professor at University of Washington; very highly cited in quantum algorithms.,,,
P104,Titus Neupert,Zurich Instruments,,Yes,Switzerland,Zurich,Male,Quantum Compute,Software / Algorithms / Platforms,,,Yes,PhD in Theoretical Physics from ETH Zurich (2014).,ETH Zurich,,,,"No – Not a startup founder (collaborator/advisor to industry, e.g., Zurich Instruments).",N/A.,N/A.,,Yes – Professor of Theoretical Condensed Matter Physics at UZH; highly cited for work on topological quantum matter.,,,
P105,Peter Shor,,,No,USA,Cambridge (MA),Male,Quantum Compute,Software / Algorithms / Platforms,,"Principal Investigator, Co-Design Center for Quantum Advantage (DOE QIS Center)bnl.gov",,"PhD in Applied Mathematics, MIT (1985)",MIT,,,,N/A,,,,,"Yes – ~60,000+ citationsresearch.com (Breakthrough Prize 2023)",,Quantum algorithms & complexity (inventor of Shor’s factoring algorithm
P106,Antonio Acín,,,No,Spain,Barcelona,Male,Quantum Comms/Cryptography,Quantum Networks / Infrastructure,,"Group Leader, ICFO Quantum Info Theory; Advisory boards (CQT Singapore, IQOQI Vienna)",,"PhD in Theoretical Physics, Univ. of Barcelona (2001)",University of Barcelona,,,,No,,,,,"Yes – ~31,700 citations (h-index 87)",Quantum information theory and quantum cryptography (device-independent QKD),
P107,Gerard Milburn,,,No,Australia,Brisbane,Male,Quantum Compute,Hardware - Photonic,"Professor Emeritus, Univ. of Queensland; NQCC (UK) Quantum Science Fellow","Founding Director, Australian Centre for Engineered Quantum Systems; First Quantum Fellow at UK NQCC",,"PhD in Physics, Univ. of Waikato (1982)",University of Waikato,,,,No,,,,,"Yes – >26,000 citations (Royal Society FRS 2017)","Quantum optics & control (quantum measurements, feedback, linear optics computing)",
P108,Fabio Sciarrino,,,No,Italy,Rome,Male,Quantum Compute,Hardware - Photonic,"Professor of Physics, Sapienza Univ. of Rome","Coordinator, Quantum Information Lab (Sapienza); Member, Italian Quantum Network projects",,"PhD in Physics (Quantum Optics), Sapienza Univ. (2004)",Sapienza Univ.,,,,No,,,,,"Yes – ~20,000 citations",Photonic quantum information and quantum photonics experiments,
P109,Stefano Pirandola,,,No,UK,York,Male,Quantum Comms/Cryptography,Quantum Networks / Infrastructure,"Professor of Quantum Computing, Univ. of York (UK); Founder & CEO, nodeQ (quantum networks startup)","Co-Investigator, UK Quantum Comm. Hub (Quantum Networking)",,"PhD in Physics, Univ. of Camerino, 2001",University of Camerino,,,,No,,,,,"Yes – ~23,000 citations (h-index ~58)","Quantum communications & networks (continuous-variable QKD, channel capacities)",
